committee_name,committee_description,effective,expiration,filing_type,committee_id
Citizens to Reelect Roy Rogers,"County Commissioner, Washington County, District 3, Nonpartisan",04/08/2008,06/14/2010,Original,13042
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,03/23/2018,,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,01/26/2018,03/23/2018,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,01/18/2016,01/26/2018,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,01/22/2014,01/18/2016,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,06/14/2012,01/22/2014,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,05/05/2010,06/14/2012,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,10/30/2009,05/05/2010,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,02/27/2009,10/29/2009,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,10/09/2008,02/26/2009,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,05/14/2008,10/08/2008,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,04/25/2008,05/13/2008,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,01/23/2008,04/24/2008,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,04/27/2007,01/22/2008,Amendment,5667
Rogue Valley Association of Realtors Political Action Committee,Miscellaneous,12/19/2005,04/26/2007,Original,5667
Committee to Elect Dirk Rohne,"Commissioner, Port of Astoria, Position 2, Nonpartisan",04/05/2017,,Amendment,12821
Committee to Elect Dirk Rohne,"County Commissioner, Clatsop County, District 4, Nonpartisan",02/23/2012,04/05/2017,Amendment,12821
Committee to Elect Dirk Rohne,"County Commissioner, Clatsop County, District 4, Nonpartisan",02/27/2008,02/23/2012,Original,12821
Rosenbaum for Senate (Diane),"State Senator, 21st District, Democrat",04/07/2014,,Amendment,1430
Rosenbaum for Senate (Diane),"State Senator, 21st District, Democrat",11/21/2011,04/07/2014,Amendment,1430
Rosenbaum for Senate (Diane),"State Senator, 21st District, Democrat",03/15/2010,11/21/2011,Amendment,1430
Rosenbaum for Senate (Diane),"State Senator, 21st District, Democrat",01/19/2010,03/15/2010,Amendment,1430
Rosenbaum for Senate (Diane),"State Senator, 21st District, Democrat",10/14/2009,01/19/2010,Amendment,1430
Rosenbaum for Senate (Diane),"State Senator, 21st District, Democrat",11/09/2007,10/13/2009,Amendment,1430
Rosenbaum for Representative (Diane),"State Representative, 42nd District, Democrat",10/13/2005,11/08/2007,Amendment,1430
Rosenbaum for Representative (Diane),"State Representative, 42nd District, Democrat",09/18/2003,10/12/2005,Amendment,1430
Rosenbaum for Representative (Diane),"State Representative, 42nd District, Democrat",09/07/2001,09/17/2003,Amendment,1430
Rosenbaum for Representative (Diane),"State Representative, 14th District, Democrat",11/26/1999,09/06/2001,Amendment,1430
"Rosenbaum, Diane, for Representative, District 14","State Representative, 14th District, Democrat",09/25/1997,11/25/1999,Amendment,1430
Rosenbaum for Representative (Diane),"State Representative, 14th District, Democrat",05/06/1993,09/24/1997,Original,1430
Salem Fire PAC,Miscellaneous,11/23/2014,,Amendment,245
Salem Fire PAC,Miscellaneous,04/08/2014,11/23/2014,Amendment,245
Salem Fire PAC,Miscellaneous,02/07/2013,04/08/2014,Amendment,245
Salem Fire PAC,Miscellaneous,12/22/2012,02/07/2013,Amendment,245
Salem Fire PAC,Miscellaneous,09/30/2009,12/22/2012,Amendment,245
Salem Fire PAC,Miscellaneous,10/14/2008,09/29/2009,Amendment,245
Salem Fire PAC,Miscellaneous,03/10/2008,10/13/2008,Amendment,245
Salem Fire PAC,Miscellaneous,12/04/2006,03/09/2008,Amendment,245
Salem Fire PAC,Miscellaneous,04/04/2000,12/03/2006,Amendment,245
Salem Fire PAC,Measure Supports Measure 31 - 1996,07/17/1998,04/03/2000,Amendment,245
Salem Fire PAC,Measure Supports Measure 31 - 1996,01/22/1998,07/16/1998,Amendment,245
Salem Fire PAC,Measure Supports Measure 31 - 1996,11/29/1995,01/21/1998,Amendment,245
Salem Fire PAC,Measure,08/23/1993,11/28/1995,Amendment,245
Salem Fire PAC,Measure,09/27/1988,08/22/1993,Original,245
San Soucie For Beaverton,"City Councilor, City of Beaverton, Position 5, Nonpartisan",01/05/2018,,Amendment,13289
San Soucie For Beaverton,"City Councilor, City of Beaverton, Position 5, Nonpartisan",09/03/2013,01/05/2018,Amendment,13289
San Soucie For Beaverton,"City Councilor, City of Beaverton, Position 5, Nonpartisan",09/08/2010,09/03/2013,Amendment,13289
San Soucie For Beaverton,"City Councilor, City of Beaverton, Position 5, Nonpartisan",06/30/2010,09/08/2010,Amendment,13289
San Soucie For Beaverton,"City Councilor, City of Beaverton, Position 5, Nonpartisan",12/15/2009,06/30/2010,Amendment,13289
San Soucie For Beaverton,"City Councilor, City of Beaverton, Position 5, Nonpartisan",08/12/2008,12/14/2009,Amendment,13289
San Soucie For Beaverton,"City Councilor, City of Beaverton, Position 5, Nonpartisan",08/07/2008,08/11/2008,Original,13289
Save Damascus,Miscellaneous,02/23/2011,,Amendment,13266
Save Damascus,Miscellaneous,02/23/2011,02/23/2011,Amendment,13266
Livable Damascus,Miscellaneous,09/22/2010,02/23/2011,Amendment,13266
Livable Damascus,Measure Opposes Measure 3-352 - 2010 Opposes Measure 3-353 - 2010 Opposes Measure 3-350 - 2010 Opposes Measure 3-351 - 2010,01/12/2010,09/22/2010,Amendment,13266
Livable Damascus,Measure Opposes Measure 3-352 - 2010 Opposes Measure 3-353 - 2010 Opposes Measure 3-350 - 2010 Opposes Measure 3-351 - 2010,01/12/2010,01/12/2010,Amendment,13266
Livable Damascus,Measure Opposes Measure 3-352 - 2010 Opposes Measure 3-353 - 2010,01/07/2010,01/12/2010,Amendment,13266
Livable Damascus,Measure Supports Measure 3-328 - 2008 Supports Measure 3-329 - 2008 Supports Measure 3-330 - 2008,09/24/2008,01/07/2010,Amendment,13266
Livable Damascus,Miscellaneous,07/31/2008,09/23/2008,Original,13266
Mike Schaufler for State Representative,"State Representative, 48th District, Democrat",04/30/2013,,Amendment,4454
Mike Schaufler for State Representative,"State Representative, 48th District, Democrat",03/28/2012,04/30/2013,Amendment,4454
Mike Schaufler for State Representative,"State Representative, 48th District, Democrat",02/29/2012,03/28/2012,Amendment,4454
Mike Schaufler for State Representative,"State Representative, 48th District, Democrat",10/12/2011,02/29/2012,Amendment,4454
Mike Schaufler for State Representative,"State Representative, 48th District, Democrat",04/11/2011,10/12/2011,Amendment,4454
Mike Schaufler for State Representative,"State Representative, 48th District, Democrat",05/25/2010,04/11/2011,Amendment,4454
Mike Schaufler for State Representative,"State Representative, 48th District, Democrat",03/09/2010,05/25/2010,Amendment,4454
"Schaufler, Mike, for State Representative","State Representative, 48th District, Democrat",01/22/2010,03/09/2010,Amendment,4454
"Schaufler, Mike, for State Representative","State Representative, 48th District, Democrat",09/10/2009,01/22/2010,Amendment,4454
"Schaufler, Mike, for State Representative","State Representative, 48th District, Democrat",06/25/2008,09/09/2009,Amendment,4454
"Schaufler, Mike, for State Representative","State Representative, 48th District, Democrat",01/30/2008,06/24/2008,Amendment,4454
"Schaufler, Mike, for State Representative","State Representative, 48th District, Democrat",09/19/2007,01/29/2008,Amendment,4454
"Schaufler, Mike, for State Representative","State Representative, 48th District, Democrat",11/10/2003,09/18/2007,Amendment,4454
"Schaufler, Mike, for State Representative","State Representative, 48th District, Democrat",07/18/2002,11/09/2003,Original,4454
Neighbors for Schouten,"County Commissioner, Washington County, District 1, Nonpartisan",02/19/2016,,Amendment,10067
Neighbors for Schouten,"County Commissioner, Washington County, District 1, Nonpartisan",12/09/2011,02/19/2016,Amendment,10067
Neighbors for Schouten,"County Commissioner, Washington County, At Large, Nonpartisan",02/24/2010,12/09/2011,Amendment,10067
Neighbors for Schouten,"County Commissioner, Washington County, District 1, Nonpartisan",01/21/2010,02/24/2010,Amendment,10067
Neighbors for Schouten,"County Commissioner, Washington County, District 1, Nonpartisan",09/28/2008,01/21/2010,Amendment,10067
Neighbors for Schouten,"County Commissioner, Washington County, District 1, Nonpartisan",12/29/2005,09/27/2008,Original,10067
"Committee to Support David A. Schutt, Lake County District Attorney","District Attorney, Lake County, Nonpartisan",02/14/2012,,Amendment,12879
"Committee to Support David A. Schutt, Lake County District Attorney","District Attorney, Lake County, Nonpartisan",08/20/2010,02/14/2012,Amendment,12879
"Committee to Re-Elect David A. Schutt, Lake County District Attorney","District Attorney, Lake County, Nonpartisan",03/07/2008,08/20/2010,Original,12879
Second Congressional District - Republican Party,"Political Party, Republican",04/27/2017,,Amendment,2256
Second Congressional District - Republican Party,"Political Party, Republican",07/24/2016,04/27/2017,Amendment,2256
Second Congressional District - Republican Party,"Political Party, Republican",01/21/2016,07/24/2016,Amendment,2256
Second Congressional District - Republican Party,"Political Party, Republican",01/21/2016,01/21/2016,Amendment,2256
Second Congressional District - Republican Party,"Political Party, Republican",06/26/2015,01/21/2016,Amendment,2256
Second Congressional District - Republican Party,"Political Party, Republican",07/02/2012,06/26/2015,Amendment,2256
Second Congressional District - Republican Party,"Political Party, Republican",06/18/2012,07/02/2012,Amendment,2256
Second Congressional District - Republican Party,"Political Party, Republican",11/01/2010,06/18/2012,Amendment,2256
Second Congressional District - Republican Party,"Political Party, Republican",06/21/2004,11/01/2010,Amendment,2256
Second Congressional District Republican Party,"Political Party, Republican",12/15/2003,06/20/2004,Amendment,2256
"Second Congressional District, Republican Party","Political Party, Republican",06/23/2000,12/14/2003,Amendment,2256
"Second Congressional District, Republican Party","Political Party, Republican",08/12/1996,06/22/2000,Amendment,2256
"Second Congressional District, Republican Party","Political Party, Republican",12/15/1995,08/11/1996,Original,2256
SEED PAC,Miscellaneous,07/09/2015,,Amendment,653
SEED PAC,Miscellaneous,01/07/2011,07/09/2015,Amendment,653
SEED PAC,Miscellaneous,09/29/2009,01/07/2011,Amendment,653
SEED PAC,Miscellaneous,01/04/2008,09/28/2009,Amendment,653
SEED PAC,Miscellaneous,05/10/2000,01/03/2008,Amendment,653
SEED PAC,Miscellaneous,02/25/1998,05/09/2000,Amendment,653
Oregonians for Agriculture,Miscellaneous,10/20/1995,02/24/1998,Amendment,653
Oregonians for Agriculture,Miscellaneous,10/22/1990,10/19/1995,Amendment,653
Oregonians for Agriculture,Miscellaneous,07/26/1990,10/21/1990,Amendment,653
Oregonians for Agriculture,Miscellaneous,04/16/1990,07/25/1990,Amendment,653
Oregonians for Agriculture,Miscellaneous,12/19/1989,04/15/1990,Amendment,653
Oregonians for Agriculture,Miscellaneous,12/11/1989,12/18/1989,Original,653
Senate Democratic Leadership Fund,Caucus,01/04/2018,,Amendment,1471
Senate Democratic Leadership Fund,Caucus,09/25/2017,01/04/2018,Amendment,1471
Senate Democratic Leadership Fund,Caucus,08/10/2017,09/25/2017,Amendment,1471
Senate Democratic Leadership Fund,Caucus,11/13/2015,08/10/2017,Amendment,1471
Senate Democratic Leadership Fund,Caucus,09/03/2013,11/13/2015,Amendment,1471
Senate Democratic Leadership Fund,Caucus,02/11/2013,09/03/2013,Amendment,1471
Senate Democratic Leadership Fund,Caucus,01/23/2012,02/11/2013,Amendment,1471
Senate Democratic Leadership Fund,Caucus,10/12/2011,01/23/2012,Amendment,1471
Senate Democratic Leadership Fund,Caucus,02/01/2011,10/12/2011,Amendment,1471
Senate Democratic Leadership Fund,Caucus,01/16/2010,02/01/2011,Amendment,1471
Senate Democratic Leadership Fund,Caucus,11/03/2009,01/16/2010,Amendment,1471
Senate Democratic Leadership Fund,Caucus,04/26/2006,11/02/2009,Amendment,1471
Senate Democratic Leadership Fund,Miscellaneous,11/18/2003,04/25/2006,Amendment,1471
Senate Democratic Leadership Fund,Miscellaneous,11/23/1998,11/17/2003,Amendment,1471
Senate Democratic Leadership Fund,Miscellaneous,05/07/1998,11/22/1998,Amendment,1471
Senate Democratic Leadership Fund,Miscellaneous,11/09/1995,05/06/1998,Amendment,1471
Senate Democratic Leadership Fund,Miscellaneous,08/09/1993,11/08/1995,Original,1471
Service Employees Political Action Committee,Miscellaneous,06/04/2009,,Amendment,3175
Service Employees Political Action Committee,Miscellaneous,09/26/2008,06/03/2009,Amendment,3175
Service Employees Political Action Committee,Miscellaneous,05/15/2008,09/25/2008,Amendment,3175
Service Employees Political Action Committee,Miscellaneous,09/15/2006,05/14/2008,Amendment,3175
Service Employees Political Action Committee I,Miscellaneous,05/14/2004,09/14/2006,Amendment,3175
Service Employees Political Action Committee I,Miscellaneous,05/17/2000,05/13/2004,Amendment,3175
Service Employees Political Action Committee,Miscellaneous,01/19/1999,05/16/2000,Amendment,3175
Service Employees Political Action Committee,Miscellaneous,08/03/1998,01/18/1999,Original,3175
Friends of Chip Shields,"State Senator, 22nd District, Democrat",04/30/2013,,Amendment,4741
Friends of Chip Shields,"State Senator, 22nd District, Democrat",07/02/2012,04/30/2013,Amendment,4741
Friends of Chip Shields,"State Senator, 22nd District, Democrat",09/30/2011,07/02/2012,Amendment,4741
Friends of Chip Shields,"State Senator, 22nd District, Democrat",08/05/2010,09/30/2011,Amendment,4741
Friends of Chip Shields,"State Senator, 22nd District, Democrat",05/25/2010,08/05/2010,Amendment,4741
Friends of Chip Shields,"State Senator, 22nd District, Democrat",01/06/2010,05/25/2010,Amendment,4741
Friends of Chip Shields,"State Senator, 22nd District, Democrat",10/04/2009,01/06/2010,Amendment,4741
Friends of Chip Shields,"State Representative, 43rd District, Democrat",06/27/2008,10/03/2009,Amendment,4741
Friends of Chip Shields,"State Representative, 43rd District, Democrat",01/03/2008,06/26/2008,Amendment,4741
Friends of Chip Shields,"State Representative, 43rd District, Democrat",10/19/2007,01/02/2008,Amendment,4741
"Shields, Chip, Friends of","State Representative, 43rd District, Democrat",11/01/2005,10/18/2007,Amendment,4741
"Shields, Chip, Friends of","State Representative, 43rd District, Democrat",03/26/2004,10/31/2005,Amendment,4741
"Shields, Chip, Friends of","State Representative, 43rd District, Democrat",12/10/2003,03/25/2004,Original,4741
Shiprack for County Commission,"County Commissioner, Multnomah County, District 3, Nonpartisan",09/17/2011,,Amendment,11527
Shiprack for County Commission,"County Commissioner, Multnomah County, District 3, Nonpartisan",12/31/2009,09/17/2011,Amendment,11527
Shiprack for County Commission,"County Commissioner, Multnomah County, District 3, Nonpartisan",07/08/2008,12/30/2009,Amendment,11527
Shiprack for County Commission,"County Commissioner, Multnomah County, District 3, Nonpartisan",05/12/2008,07/07/2008,Amendment,11527
Shiprack for County Commission,"County Commissioner, Multnomah County, District 3, Nonpartisan",08/21/2007,05/11/2008,Original,11527
Matt Shirtcliff for Baker County District Attorney,"District Attorney, Baker County, Nonpartisan",05/19/2011,,Amendment,3529
Matt Shirtcliff for Baker County District Attorney,"District Attorney, Baker County, Nonpartisan",05/19/2011,05/19/2011,Amendment,3529
Matt Shirtcliff for Baker County District Attorney,"District Attorney, Baker County, Nonpartisan",12/23/2009,05/19/2011,Amendment,3529
Matt Shirtcliff for Baker County District Attorney,"District Attorney, Baker County, Nonpartisan",10/20/2007,12/22/2009,Amendment,3529
"Shirtcliff, Matt, for Baker County District Attorney","District Attorney, Baker County, Nonpartisan",10/28/2003,10/19/2007,Amendment,3529
"Shirtcliff, Matt, for Baker County District Attorney","District Attorney, Baker County, Nonpartisan",10/15/1999,10/27/2003,Original,3529
John Simpson for EWEB Committee,"Board Member, Eugene Water and Electric Board, At Large, Nonpartisan",01/11/2013,,Amendment,13084
John Simpson for EWEB Committee,"Board Member, Eugene Water and Electric Board, At Large, Nonpartisan",04/16/2010,01/11/2013,Amendment,13084
John Simpson for EWEB Committee,"Unknown Office, Nonpartisan",04/07/2010,04/16/2010,Amendment,13084
John Simpson for EWEB Committee,"Board Member, Eugene Water and Electric Board, At Large, Nonpartisan",03/26/2010,04/07/2010,Amendment,13084
John Simpson for EWEB Committee,"Board Member, Eugene Water and Electric Board, Wards 1 & 8, Nonpartisan",04/28/2008,03/26/2010,Original,13084
SMACNA PAC,Miscellaneous,03/11/2010,,Amendment,3917
SMACNA PAC,Miscellaneous,09/08/2000,03/11/2010,Original,3917
Re-Elect Brandon Smith,"City Councilor, City of Keizer, Position 2, Nonpartisan",04/04/2012,,Amendment,13120
Re-Elect Brandon Smith,"City Councilor, City of Keizer, Position 2, Nonpartisan",05/20/2008,04/04/2012,Original,13120
Committee to Re-Elect Greg Smith,"State Representative, 57th District, Republican",06/09/2017,,Amendment,3420
Committee to Re-Elect Greg Smith,"State Representative, 57th District, Republican",02/28/2012,06/09/2017,Amendment,3420
Committee to Re-Elect Greg Smith,"State Representative, 57th District, Republican",09/08/2011,02/28/2012,Amendment,3420
Committee to Re-Elect Greg Smith,"State Representative, 57th District, Republican",08/25/2010,09/08/2011,Amendment,3420
Committee to Re-Elect Greg Smith,"State Representative, 57th District, Republican",12/10/2009,08/25/2010,Amendment,3420
Committee to Re-Elect Greg Smith,"State Representative, 57th District, Republican",06/23/2008,12/09/2009,Amendment,3420
"Smith, Greg, Committee to Re-Elect","State Representative, 57th District, Republican",03/01/2006,06/19/2008,Amendment,3420
"Smith, Greg, Committee to Re-Elect","State Representative, 57th District, Republican",03/11/2004,02/28/2006,Amendment,3420
"Smith, Greg, Committee to Re-Elect","State Representative, 57th District, Republican",03/12/2002,03/10/2004,Amendment,3420
"Smith, Greg, Committee to Elect","State Representative, 59th District, Republican",07/15/1999,03/11/2002,Original,3420
Forward with Jefferson Smith,"Mayor, City of Portland, Nonpartisan",10/22/2012,,Amendment,12456
Forward with Jefferson Smith,"Mayor, City of Portland, Nonpartisan",09/16/2011,10/22/2012,Amendment,12456
Forward with Jefferson Smith,"State Representative, 47th District, Democrat",08/08/2011,09/16/2011,Amendment,12456
Forward with Jefferson Smith,"State Representative, 47th District, Democrat",06/16/2010,08/08/2011,Amendment,12456
Forward with Jefferson Smith,"State Representative, 47th District, Democrat",12/02/2009,06/16/2010,Amendment,12456
Forward with Jefferson Smith,"State Representative, 47th District, Democrat",06/27/2008,12/01/2009,Amendment,12456
Forward with Jefferson Smith,"State Representative, 47th District, Democrat",11/06/2007,06/26/2008,Amendment,12456
Forward with Jefferson Smith,"State Representative, 47th District, Democrat",09/27/2007,11/05/2007,Original,12456
Social Worker Political Action Committee,Miscellaneous,09/20/2017,,Amendment,253
Social Worker Political Action Committee,Miscellaneous,04/10/2016,09/20/2017,Amendment,253
Social Worker Political Action Committee,Miscellaneous,04/01/2016,04/10/2016,Amendment,253
Social Worker Political Action Committee,Miscellaneous,10/31/2013,04/01/2016,Amendment,253
Social Worker Political Action Committee,Miscellaneous,08/11/2011,10/31/2013,Amendment,253
Social Worker Political Action Committee,Miscellaneous,08/08/2010,08/11/2011,Amendment,253
Social Worker Political Action Committee,Miscellaneous,07/21/2010,08/08/2010,Amendment,253
Social Workers Political Action Committee,Miscellaneous,01/18/2008,07/21/2010,Amendment,253
Social Workers Political Action Committee,Miscellaneous,04/27/2007,01/17/2008,Amendment,253
Social Workers Political Action Committee,Miscellaneous,12/22/2005,04/26/2007,Amendment,253
Social Workers Political Action Committee,Miscellaneous,05/17/2004,12/21/2005,Amendment,253
Social Workers Political Action Committee,Miscellaneous,09/27/2001,05/16/2004,Amendment,253
Social Workers Political Action Committee,Miscellaneous,09/05/2000,09/26/2001,Amendment,253
Social Workers Political Action Committee,Miscellaneous,02/04/1998,09/04/2000,Amendment,253
Social Workers Political Action Committee,Miscellaneous,10/07/1997,02/03/1998,Amendment,253
Social Workers Political Action Committee,Miscellaneous,10/26/1994,10/06/1997,Amendment,253
Social Workers Political Action Committee,Miscellaneous,04/06/1992,10/25/1994,Amendment,253
Social Workers Political Action Committee,Miscellaneous,01/21/1992,04/05/1992,Amendment,253
Social Workers Political Action Committee,Miscellaneous,06/07/1989,01/20/1992,Amendment,253
Social Workers Political Action Committee,Miscellaneous,01/23/1989,06/06/1989,Amendment,253
Social Workers Political Action Committee,Miscellaneous,05/05/1988,01/22/1989,Amendment,253
Social Workers Political Action Committee,Miscellaneous,05/03/1982,05/04/1988,Original,253
Socialist Party of Oregon,Miscellaneous,01/05/2018,,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,08/12/2016,01/05/2018,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,03/26/2012,08/12/2016,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,01/10/2011,03/26/2012,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,08/14/2009,01/10/2011,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,05/21/2009,08/13/2009,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,08/31/2007,05/20/2009,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,05/02/2003,08/30/2007,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,07/03/2001,05/01/2003,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,04/30/2001,07/02/2001,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,10/19/2000,04/29/2001,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,02/17/2000,10/18/2000,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,06/11/1996,02/16/2000,Amendment,1970
Socialist Party of Oregon,Political PartySocialist,08/29/1994,06/10/1996,Original,1970
Elect Wes Soderback,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",04/02/2018,,Amendment,12452
electwes2018.com,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",03/13/2018,04/02/2018,Amendment,12452
electwes2016.com,"County Commissioner, Multnomah County, District 1, Nonpartisan",05/21/2015,03/13/2018,Amendment,12452
electwes2016.com,"Director, Portland School District, Zone 3, Nonpartisan",04/14/2015,05/21/2015,Amendment,12452
electwes2016.com,"County Commissioner, Multnomah County, District 1, Nonpartisan",02/26/2015,04/14/2015,Amendment,12452
electwes2014.com,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",05/28/2013,02/26/2015,Amendment,12452
electwes2012.com,"County Commissioner, Multnomah County, District 1, Nonpartisan",03/21/2013,05/28/2013,Amendment,12452
electwes2012.com,"County Commissioner, Multnomah County, District 1, Nonpartisan",03/02/2012,03/21/2013,Amendment,12452
electwes2012.com,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",08/08/2011,03/02/2012,Amendment,12452
electwes2010.com,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",03/31/2010,08/08/2011,Amendment,12452
electwes2008.com,"County Commissioner, Multnomah County, District 1, Nonpartisan",10/03/2007,03/31/2010,Amendment,12452
electwes2008.com,"County Commissioner, Multnomah County, District 1, Nonpartisan",09/25/2007,10/02/2007,Original,12452
Friends of Michael P. Spasaro,"State Senator, 6th District, Republican",10/20/2014,,Amendment,12937
Friends of Michael P. Spasaro,"State Senator, 6th District, Republican",06/18/2010,10/20/2014,Amendment,12937
Friends of Michael P. Spasaro,"State Senator, 6th District, Republican",05/06/2010,06/18/2010,Amendment,12937
Friends of Michael P. Spasaro,"County Commissioner, Linn County, Position 3, Republican",03/12/2008,05/06/2010,Original,12937
Friends of Sherrie Sprenger,"State Representative, 17th District, Republican",02/27/2018,,Amendment,12916
Friends of Sherrie Sprenger,"State Representative, 17th District, Republican",09/14/2017,02/27/2018,Amendment,12916
Friends of Sherrie Sprenger,"State Representative, 17th District, Republican",08/17/2016,09/14/2017,Amendment,12916
Friends of Sherrie Sprenger,"State Representative, 17th District, Republican",01/08/2016,08/17/2016,Amendment,12916
Friends of Sherrie Sprenger,"State Representative, 17th District, Republican",10/29/2015,01/08/2016,Amendment,12916
Friends of Sherrie Sprenger,"State Representative, 17th District, Republican",03/03/2011,10/29/2015,Amendment,12916
Friends of Sherrie Sprenger,"State Representative, 17th District, Republican",06/28/2010,03/03/2011,Amendment,12916
Friends of Sherrie Sprenger,"State Representative, 17th District, Republican",10/09/2009,06/28/2010,Amendment,12916
Friends of Sherrie Sprenger,"State Representative, 17th District, Republican",06/26/2008,10/08/2009,Amendment,12916
Friends of Sherrie Sprenger,"State Representative, 17th District, Republican",03/10/2008,06/25/2008,Original,12916
Standard Insurance Company Political Action Committee (State),Miscellaneous,01/31/2014,,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,01/24/2011,01/31/2014,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,04/03/2008,01/24/2011,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,07/27/2001,04/02/2008,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,06/01/2001,07/26/2001,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,04/10/2000,05/31/2001,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,10/20/1995,04/09/2000,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,09/12/1994,10/19/1995,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,03/01/1993,09/11/1994,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,06/25/1990,02/28/1993,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,03/19/1990,06/24/1990,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,03/13/1989,03/18/1990,Amendment,257
Standard Insurance Company Political Action Committee (State),Miscellaneous,10/05/1983,03/12/1989,Original,257
Bruce Starr for State Senate Committee,"State Senator, 15th District, Republican",11/13/2012,,Amendment,2752
Working Families for Bruce Starr,"Commissioner of the Bureau of Labor and Industries, Nonpartisan",12/19/2011,11/13/2012,Amendment,2752
Bruce Starr for State Senate Committee,"State Senator, 15th District, Republican",10/28/2010,12/19/2011,Amendment,2752
"Starr, Bruce, for State Senate Committee","State Senator, 15th District, Republican",03/13/2006,10/28/2010,Amendment,2752
Starr for Senate Committee (Bruce),"State Senator, 5th District, Republican",01/06/2005,03/12/2006,Amendment,2752
Starr for Senate 2002 (Bruce),"State Senator, 15th District, Republican",07/17/2001,01/05/2005,Amendment,2752
"Starr, Bruce, for State Representative","State Representative, 3rd District, Republican",02/08/2000,07/16/2001,Amendment,2752
Starr for State Representative Committee (Bruce),"State Representative, 3rd District, Republican",09/22/1997,02/07/2000,Original,2752
Supporters of Lake Oswego Schools,Measure Supports Measure 3-305 - 2008,09/18/2008,,Amendment,13316
Supporters of Lake Oswego Schools,Measure Supports Measure 3-305 - 2008,08/14/2008,09/17/2008,Original,13316
Supporters of Marion County Fire District,Measure Supports Measure 24-281 - 2008,10/02/2008,,Amendment,13452
Supporters of Marion County Fire District,Measure Supports Measure 24-281 - 2008,09/08/2008,10/01/2008,Original,13452
Surplus Line Insurance PAC,Miscellaneous,01/27/2014,,Amendment,4556
Surplus Line Insurance PAC,Miscellaneous,12/21/2012,01/27/2014,Amendment,4556
Surplus Line Insurance PAC,Miscellaneous,01/23/2011,12/21/2012,Amendment,4556
Surplus Line Insurance PAC,Miscellaneous,03/21/2008,01/23/2011,Amendment,4556
Surplus Line Insurance PAC,Miscellaneous,01/26/2005,03/20/2008,Amendment,4556
Surplus Line Insurance PAC,Miscellaneous,03/03/2004,01/25/2005,Amendment,4556
Surplus Line Insurance PAC,Miscellaneous,12/16/2002,03/02/2004,Original,4556
System Validation Committee,Miscellaneous,07/28/2016,,Amendment,5643
System Validation Committee,Miscellaneous,01/02/2014,07/28/2016,Amendment,5643
System Validation Committee,Miscellaneous,12/30/2006,01/02/2014,Original,5643
Friends of Kim Thatcher,"State Senator, 13th District, Republican",11/22/2017,,Amendment,4871
Friends of Kim Thatcher,"State Senator, 13th District, Republican",10/05/2015,11/22/2017,Amendment,4871
Friends of Kim Thatcher,"State Senator, 13th District, Republican",12/27/2013,10/05/2015,Amendment,4871
