committee_name,committee_description,effective,expiration,filing_type,committee_id
Oregon Family Council Issues PAC,Measure Supports Measure 43 - 2006,01/10/2007,03/20/2008,Amendment,5446
Oregon Family Council Issues PAC,Measure Supports Measure 43 - 2006,08/08/2006,01/09/2007,Original,5446
Oregonians for Public Safety - PAC,Measure Opposes Measure 40 - 2006 Opposes Measure 41 - 2006 Opposes Measure 48 - 2006,12/17/2015,,Amendment,2499
Oregonians for Public Safety - PAC,Measure Opposes Measure 40 - 2006 Opposes Measure 41 - 2006 Opposes Measure 48 - 2006,05/30/2012,12/17/2015,Amendment,2499
Oregonians for Public Safety - PAC,Measure Opposes Measure 40 - 2006 Opposes Measure 41 - 2006 Opposes Measure 48 - 2006,02/09/2011,05/30/2012,Amendment,2499
Oregonians for Public Safety - PAC,Measure Opposes Measure 40 - 2006 Opposes Measure 41 - 2006 Opposes Measure 48 - 2006,02/26/2010,02/09/2011,Amendment,2499
Oregonians for Public Safety - PAC,Measure Opposes Measure 40 - 2006 Opposes Measure 41 - 2006 Opposes Measure 48 - 2006,01/05/2009,02/26/2010,Amendment,2499
Oregonians for Public Safety - PAC,Measure Opposes Measure 40 - 2006 Opposes Measure 41 - 2006 Opposes Measure 48 - 2006,09/25/2006,01/04/2009,Amendment,2499
Oregonians for Public Safety - PAC,Measure Supports Measure 26 - 2002 Opposes Measure 21 - 2002 Opposes Measure 22 - 2002,06/13/2006,09/24/2006,Amendment,2499
Oregonians for Public Safety - PAC,Miscellaneous,04/10/2006,06/12/2006,Amendment,2499
Oregonians for Public Safety,Measure Supports Measure 26 - 2002 Opposes Measure 21 - 2002 Opposes Measure 22 - 2002,05/13/2005,04/09/2006,Amendment,2499
Oregonians for Public Safety,Miscellaneous,08/27/2002,05/12/2005,Amendment,2499
Oregonians for Public Safety,Measure Opposes Measure 92 - 2000 Opposes Measure 93 - 2000 Opposes Measure 98 - 2000 Opposes Measure 91 - 2000 Supports Measure 5 - 2000 Opposes Measure 8 - 2000,05/09/2002,08/26/2002,Amendment,2499
Oregonians for Public Safety,Measure Opposes Measure 91 - 2000 Opposes Measure 92 - 2000 Opposes Measure 93 - 2000 Opposes Measure 98 - 2000 Supports Measure 5 - 2000 Opposes Measure 8 - 2000,08/28/2000,05/08/2002,Amendment,2499
Oregonians for Public Safety,Measure Supports Measure 63 - 1998 Opposes Measure 59 - 1998 Supports Measure 62 - 1998,06/19/2000,08/27/2000,Amendment,2499
Oregonians for Public Safety,Measure Supports Measure 63 - 1998 Opposes Measure 59 - 1998 Supports Measure 62 - 1998,04/14/2000,06/18/2000,Amendment,2499
Oregonians for Public Safety,Measure Supports Measure 62 - 1998 Supports Measure 63 - 1998 Opposes Measure 59 - 1998,09/08/1999,04/13/2000,Amendment,2499
Oregonians for Public Safety,Measure Opposes Measure 59 - 1998 Supports Measure 62 - 1998 Supports Measure 63 - 1998,10/02/1998,09/07/1999,Amendment,2499
Oregonians for Public Safety,Measure Supports Measure 36 - 1996 Supports Measure 43 - 1996 Opposes Measure 41 - 1996 Opposes Measure 45 - 1996 Opposes Measure 47 - 1996,09/04/1997,10/01/1998,Amendment,2499
Oregonians for Public Safety,Measure Supports Measure 36 - 1996 Supports Measure 43 - 1996 Opposes Measure 41 - 1996 Opposes Measure 47 - 1996 Opposes Measure 45 - 1996,10/10/1996,09/03/1997,Amendment,2499
Oregonians for Public Safety,Measure Supports Measure 43 - 1996 Opposes Measure 45 - 1996,06/17/1996,10/09/1996,Original,2499
People for Libraries,Measure Supports Measure 34-235 - 2015 Supports Measure 34-235 - 2015,08/25/2015,,Amendment,6104
People for Libraries,Measure Supports Measure 34-180 - 2010,07/28/2015,08/25/2015,Amendment,6104
People for Libraries,Measure Supports Measure 34-180 - 2010,10/26/2014,07/28/2015,Amendment,6104
People for Libraries,Measure Supports Measure 34-180 - 2010,07/20/2014,10/26/2014,Amendment,6104
People for Libraries,Measure Supports Measure 34-180 - 2010,12/02/2012,07/20/2014,Amendment,6104
People for Libraries,Measure Supports Measure 34-180 - 2010,11/29/2011,12/02/2012,Amendment,6104
People for Libraries,Measure Supports Measure 34-180 - 2010,10/26/2010,11/29/2011,Amendment,6104
People for Libraries,Measure Supports Measure 34-180 - 2010,07/27/2010,10/26/2010,Amendment,6104
People for Libraries,Measure Supports Measure 34-177 - 2010,03/31/2010,07/27/2010,Amendment,6104
People for Libraries,Measure Supports Measure 3-355 - 2010,03/17/2010,03/31/2010,Amendment,6104
People for Libraries,Measure Supports Measure 34-126 - 2006,07/27/2009,03/17/2010,Amendment,6104
People for Libraries,Measure Supports Measure 34-126 - 2006,02/06/2007,07/26/2009,Amendment,6104
People for Libraries,Measure Supports Measure 34-126 - 2006,01/22/1987,02/05/2007,Original,6104
Portlanders for Schools,Measure Supports Measure 26-161 - 2014,02/06/2017,,Amendment,5583
Portlanders for Schools,Measure Supports Measure 26-161 - 2014,08/04/2015,02/06/2017,Amendment,5583
Portlanders for Schools,Measure Supports Measure 26-161 - 2014,05/26/2015,08/04/2015,Amendment,5583
Portlanders for Schools,Measure Supports Measure 26-161 - 2014,10/10/2014,05/26/2015,Amendment,5583
Portlanders for Schools,Measure Supports Measure 26-144 - 2012,04/29/2013,10/10/2014,Amendment,5583
Portlanders for Schools,Measure Supports Measure 26-144 - 2012,09/11/2012,04/29/2013,Amendment,5583
Portlanders for Schools,Measure Supports Measure 26-121 - 2011 Supports Measure 26-122 - 2011,02/28/2012,09/11/2012,Amendment,5583
Portlanders for Schools,Measure Supports Measure 26-121 - 2011 Supports Measure 26-122 - 2011,02/23/2011,02/28/2012,Amendment,5583
Portlanders for Schools,Measure Supports Measure 26-84 - 2006,11/17/2010,02/23/2011,Amendment,5583
Portlanders for Schools,Measure Supports Measure 26-84 - 2006,03/22/2006,11/17/2010,Original,5583
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",02/22/2016,,Amendment,5718
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",04/24/2014,02/22/2016,Amendment,5718
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",09/13/2013,04/24/2014,Amendment,5718
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",04/30/2013,09/13/2013,Amendment,5718
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",03/17/2011,04/30/2013,Amendment,5718
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",03/17/2010,03/17/2011,Amendment,5718
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",12/01/2009,03/17/2010,Amendment,5718
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",07/02/2008,11/30/2009,Amendment,5718
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",07/02/2008,07/02/2008,Amendment,5718
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",06/26/2008,07/01/2008,Amendment,5718
Friends of Dan Saltzman,"City Commissioner, City of Portland, Position 3, Nonpartisan",04/06/1998,06/25/2008,Original,5718
School Employees Exercising Democracy,Miscellaneous,10/10/2013,,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 66 - 2010 Supports Measure 67 - 2010 Supports Measure 68 - 2010,05/17/2010,10/10/2013,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 66 - 2010 Supports Measure 67 - 2010 Supports Measure 68 - 2010,03/08/2010,05/17/2010,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 50 - 2007 Opposes Measure 41 - 2006 Opposes Measure 48 - 2006 Opposes Measure 45 - 2006 Opposes Measure 46 - 2006 Opposes Measure 47 - 2006 Supports Measure 24-288 - 2009 Supports Measure 25-54 - 2009 Supports Measure 66 - 2010 Supports Measure 67 - 2010,11/10/2009,03/08/2010,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 50 - 2007 Opposes Measure 41 - 2006 Opposes Measure 48 - 2006 Opposes Measure 45 - 2006 Opposes Measure 46 - 2006 Opposes Measure 47 - 2006 Supports Measure 24-288 - 2009 Supports Measure 25-54 - 2009,04/30/2009,11/09/2009,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 50 - 2007 Opposes Measure 41 - 2006 Opposes Measure 48 - 2006 Opposes Measure 45 - 2006 Opposes Measure 46 - 2006 Opposes Measure 47 - 2006,09/25/2007,04/29/2009,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 44 - 2006 Opposes Measure 41 - 2006 Opposes Measure 48 - 2006 Opposes Measure 45 - 2006 Opposes Measure 46 - 2006 Opposes Measure 47 - 2006,08/29/2006,09/24/2007,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 30 - 2004,12/16/2003,08/28/2006,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 28 - 2003,11/22/2002,12/15/2003,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 26 - 2002 Supports Measure 25 - 2002,09/06/2002,11/21/2002,Amendment,249
School Employees Exercising Democracy,Measure Opposes Measure 13 - 2002,04/15/2002,09/05/2002,Amendment,249
School Employees Exercising Democracy,Measure Opposes Measure 91 - 2000 Opposes Measure 8 - 2000 Opposes Measure 88 - 2000 Opposes Measure 93 - 2000 Opposes Measure 98 - 2000 Opposes Measure 92 - 2000 Opposes Measure 84 - 2000 Opposes Measure 86 - 2000 Opposes Measure 95 - 2000 Opposes Measure 2 - 2000 Supports Measure 99 - 2000 Supports Measure 1 - 2000,09/07/2000,04/14/2002,Amendment,249
School Employees Exercising Democracy,Measure Opposes Measure 81 - 2000,04/17/2000,09/06/2000,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 68 - 1999,09/08/1999,04/16/2000,Amendment,249
School Employees Exercising Democracy,Measure Opposes Measure 59 - 1998 Supports Measure 62 - 1998 Supports Measure 63 - 1998,09/08/1998,09/07/1999,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 53 - 1998,04/20/1998,09/07/1998,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 52 - 1997,10/02/1997,04/19/1998,Amendment,249
School Employees Exercising Democracy,Measure Supports Measure 24 - 1996 Opposes Measure 27 - 1996,10/20/1995,10/01/1997,Amendment,249
School Employees Exercising Democracy,Measure,12/07/1994,10/19/1995,Amendment,249
School Employees Exercising Democracy,Miscellaneous,10/08/1993,12/06/1994,Amendment,249
School Employees Exercising Democracy,Miscellaneous,12/30/1992,10/07/1993,Amendment,249
School Employees Exercising Democracy,Miscellaneous,04/11/1990,12/29/1992,Amendment,249
School Employees Exercising Democracy,Measure,04/06/1989,04/10/1990,Amendment,249
School Employees Exercising Democracy,Miscellaneous,03/16/1989,04/05/1989,Amendment,249
School Employees Exercising Democracy,Miscellaneous,01/24/1984,03/15/1989,Original,249
Schrader for State Senate (Kurt),"State Senator, 20th District, Democrat",04/30/2013,,Amendment,1555
Schrader for State Senate (Kurt),"State Senator, 20th District, Democrat",01/25/2011,04/30/2013,Amendment,1555
Schrader for State Senate (Kurt),"State Senator, 20th District, Democrat",05/12/2009,01/25/2011,Amendment,1555
Schrader for State Senate (Kurt),"State Senator, 20th District, Democrat",06/07/2004,05/11/2009,Amendment,1555
Schrader for State Senate (Kurt),"State Senator, 20th District, Democrat",09/06/2001,06/06/2004,Amendment,1555
"Schrader, Kurt, for State Representative","State Representative, 23rd District, Democrat",01/12/2000,09/05/2001,Amendment,1555
"Schrader, Kurt, for State Representative","State Representative, 23rd District, Democrat",11/27/1997,01/11/2000,Amendment,1555
"Schrader, Kurt, for State Representative","State Representative, 23rd District, Democrat",10/27/1995,11/26/1997,Amendment,1555
"Schrader, Kurt, for State Representative","State Representative, 23rd District, Democrat",09/30/1993,10/26/1995,Original,1555
Friends of Faye,"County Commissioner, Lane County, East Lane, Position 5, Nonpartisan",07/23/2014,,Amendment,5588
Friends of Faye,"County Commissioner, Lane County, East Lane, Position 5, Nonpartisan",01/22/2014,07/23/2014,Amendment,5588
Friends of Faye,"County Commissioner, Lane County, East Lane, Position 5, Nonpartisan",02/06/2011,01/22/2014,Amendment,5588
Friends of Faye,"County Commissioner, Lane County, East Lane, Position 5, Nonpartisan",09/02/2009,02/06/2011,Amendment,5588
Faye Stewart for Commissioner,"County Commissioner, Lane County, East Lane, Position 5, Nonpartisan",06/12/2003,09/01/2009,Original,5588
Judy for District 54,"State Representative, 54th District, Democrat",06/28/2011,,Amendment,4651
Judy for District 54,"State Representative, 54th District, Democrat",03/09/2011,06/28/2011,Amendment,4651
Judy for District 54,"State Representative, 54th District, Democrat",03/02/2010,03/09/2011,Amendment,4651
Judy for District 54,"State Representative, 54th District, Democrat",11/02/2009,03/02/2010,Amendment,4651
Judy for District 54,"State Representative, 54th District, Democrat",06/29/2008,11/01/2009,Amendment,4651
Judy for District 54,"State Representative, 54th District, Democrat",10/30/2007,06/28/2008,Amendment,4651
"Stiegler, Judy (Judy in 2004)","State Representative, 54th District, Democrat",12/10/2004,10/29/2007,Amendment,4651
"Stiegler, Judy (Judy in 2004)","State Representative, 54th District, Democrat",05/05/2004,12/09/2004,Amendment,4651
"Stiegler, Judy (Judy in 2004)","State Representative, 54th District, Democrat",09/05/2003,05/04/2004,Original,4651
Committee to Elect Bob Strosser,"County Commissioner, Jackson County, Position 2, Republican",02/17/2016,,Amendment,6424
Committee to Elect Bob Strosser,"City Councilor, City of Medford, Ward 4, Nonpartisan",07/08/2010,02/17/2016,Amendment,6424
Committee to Elect Bob Strosser,"City Councilor, City of Medford, Ward 4, Nonpartisan",08/16/1998,07/08/2010,Original,6424
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-67 - 2015,09/21/2015,,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-57 - 2013,10/22/2013,09/21/2015,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17.57 - 2013,10/22/2013,10/22/2013,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17.57 - 2013,10/21/2013,10/22/2013,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-35 - 2010,06/18/2013,10/21/2013,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-35 - 2010,06/10/2013,06/18/2013,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-35 - 2010,09/22/2010,06/10/2013,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-28 - 2009,08/31/2010,09/22/2010,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-28 - 2009,08/31/2010,08/31/2010,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-28 - 2009,04/02/2009,08/31/2010,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-22 - 2008,10/19/2008,04/01/2009,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-22 - 2008,09/22/2008,10/18/2008,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-17 - 2006,08/14/2008,09/21/2008,Amendment,12475
Taxpayers for a Better Grants Pass,Measure Supports Measure 17-17 - 2006,05/27/1983,08/13/2008,Original,12475
Terry Thompson for County Commission,"County Commissioner, Lincoln County, Position 3, Nonpartisan",07/27/2015,,Amendment,5624
Terry Thompson for County Commission,"County Commissioner, Lincoln County, Position 3, Nonpartisan",03/10/2014,07/27/2015,Amendment,5624
Terry Thompson for County Commission,"County Commissioner, Lincoln County, Position 3, Nonpartisan",06/21/2010,03/10/2014,Amendment,5624
Terry Thompson for County Commission,"County Commissioner, Lincoln County, Position 3, Nonpartisan",01/22/2007,06/21/2010,Amendment,5624
Terry Thompson for County Commission,"County Commissioner, Lincoln County, Position 3, Nonpartisan",08/08/2002,01/21/2007,Original,5624
Committee to Elect Trung Tu for Judge,"Judge of the Circuit Court, 4th District, Position 28, Nonpartisan",06/02/2008,,Amendment,5342
"Tu, Trung, Committee to Elect, for Judge","Judge of the Circuit Court, 4th District, Position 31, Nonpartisan",03/17/2006,06/01/2008,Amendment,5342
"Tu, Trung, Committee to Elect, for Judge","Judge of the Circuit Court, 4th District, Position 31, Nonpartisan",03/10/2006,03/16/2006,Original,5342
Union County Democratic Central Committee,"Political Party, Democrat",08/02/2017,,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",03/27/2017,08/02/2017,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",03/24/2015,03/27/2017,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",02/04/2011,03/24/2015,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",06/15/2005,02/04/2011,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",04/08/2004,06/14/2005,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",09/26/2002,04/07/2004,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",09/07/1999,09/25/2002,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",12/31/1998,09/06/1999,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",05/19/1998,12/30/1998,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",09/18/1996,05/18/1998,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",12/11/1995,09/17/1996,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",12/23/1994,12/10/1995,Amendment,343
Union County Democrat Central,"Political Party, Democrat",09/01/1988,12/22/1994,Amendment,343
Union County Democratic Central Committee,"Political Party, Democrat",10/03/1984,08/31/1988,Original,343
Wes Wagner for Governor,"Governor, Libertarian",04/07/2010,,Amendment,5422
"Wagner, Wes (Standing Up for Freedom)","State Representative, 39th District, Libertarian",06/21/2006,04/07/2010,Original,5422
Friends of Ted Wheeler,"Mayor, City of Portland, Nonpartisan",05/15/2017,,Amendment,5591
Friends of Ted Wheeler,"Mayor, City of Portland, Nonpartisan",02/02/2017,05/15/2017,Amendment,5591
Friends of Ted Wheeler,"Mayor, City of Portland, Nonpartisan",09/15/2015,02/02/2017,Amendment,5591
Friends of Ted Wheeler,"State Treasurer, Democrat",09/04/2012,09/15/2015,Amendment,5591
Friends of Ted Wheeler,"State Treasurer, Democrat",10/18/2010,09/04/2012,Amendment,5591
Friends of Ted Wheeler,"State Treasurer, Democrat",10/05/2010,10/18/2010,Amendment,5591
Friends of Ted Wheeler,"State Treasurer, Democrat",08/05/2010,10/05/2010,Amendment,5591
Friends of Ted Wheeler,"State Treasurer, Democrat",05/25/2010,08/05/2010,Amendment,5591
Friends of Ted Wheeler,"State Treasurer, Democrat",03/25/2010,05/25/2010,Amendment,5591
Friends of Ted Wheeler,"State Treasurer, Democrat",03/10/2010,03/25/2010,Amendment,5591
Friends of Ted Wheeler,"State Treasurer, Democrat",03/09/2010,03/10/2010,Amendment,5591
Friends of Ted Wheeler,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",01/31/2010,03/09/2010,Amendment,5591
Friends of Ted Wheeler,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",02/28/2007,01/31/2010,Amendment,5591
Friends of Ted Wheeler,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",02/12/2007,02/27/2007,Amendment,5591
Friends of Ted Wheeler,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",02/12/2007,02/12/2007,Amendment,5591
Friends of Ted Wheeler,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",02/09/2006,02/11/2007,Original,5591
Yes for Beaverton Schools,Measure Supports Measure 34-139 - 2006 Supports Measure 34-193 - 2011 Supports Measure 34-204 - 2013,12/11/2017,,Amendment,6446
Yes for Beaverton Schools,Measure Supports Measure 34-139 - 2006 Supports Measure 34-193 - 2011 Supports Measure 34-204 - 2013,04/23/2015,12/11/2017,Amendment,6446
Yes for Beaverton Schools,Measure Supports Measure 34-193 - 2011 Supports Measure 34-139 - 2006 Supports Measure 34-204 - 2013,03/26/2013,04/23/2015,Amendment,6446
Yes for Beaverton Schools,Measure Supports Measure 34-193 - 2011 Supports Measure 34-139 - 2006,03/15/2013,03/26/2013,Amendment,6446
Yes for Beaverton Schools,Measure Supports Measure 34-193 - 2011 Supports Measure 34-139 - 2006,03/11/2013,03/15/2013,Amendment,6446
Citizens for School Support,Measure Supports Measure 34-193 - 2011 Supports Measure 34-139 - 2006,09/27/2011,03/11/2013,Amendment,6446
Citizens for School Support,Measure Supports Measure 34-139 - 2006,06/02/2011,09/27/2011,Amendment,6446
Citizens for School Support,Measure Supports Measure 34-139 - 2006,04/19/2011,06/02/2011,Amendment,6446
Citizens for School Support,Measure Supports Measure 34-139 - 2006,09/02/2008,04/19/2011,Amendment,6446
Citizens for School Support,Measure Supports Measure 34-139 - 2006,04/05/2007,09/01/2008,Amendment,6446
Citizens for School Support,Measure Supports Measure 34-139 - 2006,02/02/1997,04/04/2007,Original,6446
13 Enviros PAC,Miscellaneous,06/06/2013,,Amendment,5505
13 Enviros PAC,Miscellaneous,09/20/2006,06/06/2013,Original,5505
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,09/26/2016,,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,04/04/2016,09/26/2016,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,02/03/2014,04/04/2016,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,11/04/2013,02/03/2014,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,10/11/2013,11/04/2013,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,10/25/2012,10/11/2013,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,10/25/2012,10/25/2012,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,10/07/2009,10/25/2012,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,09/29/2009,10/06/2009,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,12/04/2007,09/28/2009,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,10/12/2007,12/03/2007,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,09/25/2007,10/11/2007,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,12/04/2006,09/24/2007,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Miscellaneous,10/12/2006,12/03/2006,Amendment,5486
American Federation of Teachers-Oregon Issue PAC,Measure Opposes Measure 46 - 2006 Opposes Measure 47 - 2006,09/01/2006,10/11/2006,Original,5486
Committee to Elect Mike Avent,"Commissioner, Port of St. Helens, Position 2, Nonpartisan",05/23/2017,,Amendment,8687
Committee to Elect Mike Avent,"Commissioner, Port of St. Helens, Position 2, Nonpartisan",11/20/2014,05/23/2017,Amendment,8687
Committee to Elect Mike Avent,"Commissioner, Port of St. Helens, Position 2, Nonpartisan",04/04/2007,11/20/2014,Original,8687
Beaverton Teachers Political Action Committee,Miscellaneous,07/15/2016,,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,12/10/2013,07/15/2016,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,11/03/2010,12/10/2013,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,10/15/2010,11/03/2010,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,08/31/2009,10/15/2010,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,01/29/2008,08/30/2009,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,07/14/2006,01/28/2008,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,04/06/2006,07/13/2006,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,04/20/2001,04/05/2006,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,10/29/1999,04/19/2001,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,06/04/1998,10/28/1999,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,07/17/1996,06/03/1998,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,02/26/1996,07/16/1996,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,10/20/1995,02/25/1996,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,04/12/1994,10/19/1995,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,10/13/1993,04/11/1994,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,12/04/1991,10/12/1993,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,04/26/1989,12/03/1991,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,10/10/1986,04/25/1989,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,01/07/1986,10/09/1986,Amendment,17
Beaverton Teachers Political Action Committee,Miscellaneous,04/03/1984,01/06/1986,Original,17
Benton County Republican Central Committee,"Political Party, Republican",12/17/2017,,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",12/05/2016,12/17/2017,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",12/02/2016,12/05/2016,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",12/01/2016,12/02/2016,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",06/01/2016,12/01/2016,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",04/13/2016,06/01/2016,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",04/08/2016,04/08/2016,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",01/10/2016,04/08/2016,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",10/31/2015,01/10/2016,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",07/01/2015,10/31/2015,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",12/08/2014,07/01/2015,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/24/2014,12/08/2014,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/10/2014,11/24/2014,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",08/18/2014,11/10/2014,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",06/27/2014,08/18/2014,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",07/27/2013,06/27/2014,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/30/2012,07/27/2013,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/22/2012,11/30/2012,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/21/2012,11/22/2012,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",03/17/2012,11/21/2012,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",01/24/2012,03/17/2012,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/08/2011,01/24/2012,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",09/21/2011,11/08/2011,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",08/29/2011,09/21/2011,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",04/07/2011,08/29/2011,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",04/05/2011,04/07/2011,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",12/07/2010,04/05/2011,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/10/2010,12/07/2010,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",01/22/2010,11/10/2010,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",01/18/2010,01/22/2010,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",12/15/2009,01/18/2010,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",09/07/2009,12/14/2009,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",08/28/2009,09/06/2009,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",04/20/2009,08/27/2009,Amendment,292
